DateRecorded,VehicleUsed,Event,EnemyVehicle,Distance,OrientationInSight,EnemySpeed,SelfSpeed
2021-03-15, Centurion Mk. 10,kb,T-54 (1949),.9,Diagonal,0,0
2021-03-15, Centurion Mk. 10,k,Obj 268,1.6,Diagonal,0,0
2021-03-11, Centurion Mk. 10,k,T-54 (1949),.8,Diagonal,-7,0
2021-03-11, Centurion Mk. 10,k,T-54 (1949),.31,Near-Parallel,0,0
2021-03-11, Centurion Mk. 10,k,IS-6,.4,Near-Parallel,0,0
2021-03-11, Centurion Mk. 10,k,ASU-85,.04,Parallel,0,0
2021-03-11, Centurion Mk. 10,kb,T-54 (1947),.03,Parallel,0,0
2021-03-11, Centurion Mk. 10,kb,IS-3,.2,Diagonal,0,0
2021-03-11, Centurion Mk. 10,k,T-54 (1949),.02,Diagonal,0,0
2021-03-11, Centurion Mk. 10,k,T-54 (1947),.04,Diagonal,0,0
2021-03-11, Centurion Mk. 10,k,T-54 (1949),.02,Perpendicular,20,0
2021-03-07, Centurion Mk. 10,k,T-44,.12,Diagonal,2,0
2021-03-07, Centurion Mk. 10,k,T-54 (1949),.18,Near-Parallel,0,0
2021-03-03, Centurion Mk. 10,kb,PT-76B,.1,Diag,0,0
2021-03-03, Centurion Mk. 10,k,T-54 (1949),.89,Diagonal,0,0
2021-03-03, Centurion Mk. 10,k,T-54 (1949),.04,Near-Perpendicular,0,0
2021-03-03, Centurion Mk. 10,kb,IS-4M,.2,Near-Parallel,0,-10
2021-03-03, Centurion Mk. 10,k,T-54 (1949),.3,Parallel,0,0
2021-03-03, Centurion Mk. 10,k,T-54 (1947),.23,Diagonal,0,0
2021-03-03, Centurion Mk. 10,kb,ASU-85,.6,Diagonal,0,20
2021-03-03, Centurion Mk. 10,k,T-54 (1947),0.93,Diagonal,14.0,0.0
2021-03-03, Centurion Mk. 10,k,T-54 (1949),.25,Near-Perpendicular,14,0
2021-03-03, Centurion Mk. 10,kb,T-44-100,1.2,Diagonal,0,0
2021-03-03, Centurion Mk. 10,k,T-54 (1947),.31,Diagonal,26,13
2021-03-03, Centurion Mk. 10,k,T-54 (1949),.2,Diagonal,0,0
2021-03-03, Centurion Mk. 10,kb,T-54 (1947),.1,Near-Perpendicular,0,0
2021-02-23, Centurion Mk. 10,kb,T-54 (1947),.89,Diagonal,0,0
2021-02-23, Centurion Mk. 10,k,T-44-100,0.7,Diagonal,-2.0,0.0
2021-02-23, Centurion Mk. 10,kb,T-54 (1949),.8,Diagonal,0,0
2021-02-23, Centurion Mk. 10,kb,PT-76B,.1,Diagonal,0,20
2021-02-23, Centurion Mk. 10,k,Type 62,.1,Near-Perpendicular,20,0
2021-02-23, Centurion Mk. 10,k,T-54 (1949),.26,Diagonal,40,0
2021-02-23, Centurion Mk. 10,k,T-54 (1947),.29,Near-Parallel,24,0
2021-02-23, Centurion Mk. 10,kb,T-54 (1949),1.0,Diagonal,0,0
2021-02-23, Centurion Mk. 10,k,Type 62,1.2,Near-Perpendicular,0,0
2021-02-23, Centurion Mk. 10,k,T-54 (1949),.4,Near-Parallel,0,0
2021-02-23, Centurion Mk. 10,kb,T-54 (1947),.6,Diagonal,0,0
2021-02-23, Centurion Mk. 10,k,T-54 (1947),1.04,Diagonal,0,0
2021-02-23, Centurion Mk. 10,k,T-54 (1949),.4,Diagonal,5,0
2021-02-23, Centurion Mk. 10,k,ASU-85,1,Diagonal,15,0
2021-02-23, Centurion Mk. 10,kb,IS-3,.4,Diagonal,0,0
2021-02-23, Centurion Mk. 10,kb,T-54 (1949),.68,Diaognal,0,-3
2021-02-23, Centurion Mk. 10,kb,T-54 (1947),.9,Diagonal,0,-11
2021-02-19, Centurion Mk. 10,k,SU-100P,1,Diagonal,0,0
2021-02-19, Centurion Mk. 10,k,ASU-85,.6,Near-Parallel,0,0
2021-02-19, Centurion Mk. 10,k,T-54 (1949),.48,Diagonal,0,0
2021-02-19, Centurion Mk. 10,k,T-54 (1947),.31,Diagonal,0,0
2021-02-19, Centurion Mk. 10,k,Obj 268,1.07,Near-Parallel,0,0
2021-02-19, Centurion Mk. 10,k,ASU-85,1.63,Parallel,0,0
2021-02-19, Centurion Mk. 10,kb,T-44,.8,Near-Perpendicular,0,0
2021-02-19, Centurion Mk. 10,K,SU-100P,.6,Near-Perpendicular,0,0
2021-02-15, Centurion Mk. 10,k,ASU-85,.46,Diagonal,0,0
2021-02-15, Centurion Mk. 10,k,IS-3,.17,Diagonal,0,0
2021-02-15, Centurion Mk. 10,kb,T-54 (1949),.05,Diagonal,0,0
2021-02-10, Centurion Mk. 10,k,IS-3,.42,Diagonal,0,0
2021-02-10, Centurion Mk. 10,k,T-54 (1947),.49,Diagonal,12,0
2021-02-10, Centurion Mk. 10,k,Type 62,.03,Diagonal,-12,-3
2021-02-10, Centurion Mk. 10,k,T-44-100,.01,Diagonal,0,0
2021-02-10, Centurion Mk. 10,k,Obj 268,.14,Parallel,0,0
2021-02-10, Centurion Mk. 10,kb,T-54 (1947),.29,Diagonal,-7,0
2021-02-10, Centurion Mk. 10,K,T-44-100,.5,Diagonal,0,0
2021-02-10, Centurion Mk. 10,k,IS-3,.17,Diagonal,0,0
2021-02-10, Centurion Mk. 10,k,T-54 (1949),0.72,Diagonal,0,0
2021-02-10, Centurion Mk. 10,kb,T-54 (1947),1.26,Diagonal,0,0
2021-02-05, Centurion Mk. 10,kb,T-54 (1947),.53,Parallel,0,0
2021-02-05, Centurion Mk. 10,k,T-54 (1947),.12,Near-Parallel,0,0
2021-02-03, Centurion Mk. 10,k ASU-85
2021-02-03, Centurion Mk. 10,k,T-54 (1947),1.27,Diagonal,0,0
2021-02-03, Centurion Mk. 10,kb,T-54 (1947),1.31,Diagonal,0,0
2021-01-30, Centurion Mk. 10,k,PT-76B
2021-01-30, Centurion Mk. 10,k ZSU-37,.31,Parallel,0,0,168
2021-01-30, Centurion Mk. 10,k,T-54 (1947),.89,Near-Perpendicular,0,0
2021-01-26, Centurion Mk. 10,k,T-54 (1949),1.17,Diagonal,0,0
2020-01-18, Centurion Mk. 10,k,T-54 (1947),.25,Near-Perpendicular,0,0
2020-01-18, Centurion Mk. 10,kb,T-54 (1949),.21,Diagonal,0,0
2020-01-18, Centurion Mk. 10,k,IS-3,.65,Diagonal,0,0
2020-01-18, Centurion Mk. 10,k,IS-3,.05,Diagonal,0,0
2021-01-10, Centurion Mk. 10,K T-54 (1947),0.43,Perpendicular,0,0
2021-01-10, Centurion Mk. 10,kb T-44-100,0.14& 0.11,,Perpendicular,0.0
2021-01-10, Centurion Mk. 10,kb,T-54 (1947),0.65,Diagonal,0,0
2021-01-10, Centurion Mk. 10,k,T-44,.90,Parallel,0,0
2021-01-10, Centurion Mk. 10,k,PT-76B,0.88,Diagonal,0,0
2021-01-10, Centurion Mk. 10,k,T-54 (1949),0.53,Parallel,0,0
2021-01-10, Centurion Mk. 10,k,T-54 (1949),0.8,Perpendicular,0,0
2021-01-10, Centurion Mk. 10,k,T-54 (1947),0.95,Perpendicular,0,0
2021-01-10, Centurion Mk. 10,k,T-54 (1949),0.08,Diagonal,0,0
2021-12-19, Challenger 2 (2F),k,T-80BVM,1.39,Near-perp,-10,0
2021-12-19, Challenger 2 (2F),k,BMP-2M,.18,Diag,14,0
2021-12-19, Challenger 2 (2F),k,BMP-2M,.34,Diag,-6,0
2021-12-19, Challenger 2 (2F),k,T-72AV (TURMS-T),.36,Para,0,17
2021-12-19, Challenger 2 (2F),kb,ZTZ99-II,.75,Para,0,0
2021-12-13, Challenger,k,T-38-85E,.2,Near-para,0,0
2021-12-13, Challenger,k,M4A3E2 (76) W,1,Near-para,0,0
2021-12-13, Challenger,k,M4A3E2,.1,Diag,0,0
2021-07-21, Challenger,k,T-34-85 (D-5T),0.145,12.5,0.0
2021-07-21, Challenger,kb,KV-85,.26,Diag,0,0
2021-03-05, Challenger,kb,Panther A,.05,Diagonal,0,0
2021-12-25, Chieftain Mk. 3,k,T-62M-1,~1.3,Near-perp
2021-12-25, Chieftain Mk. 3,kb,WMA-301,~.9,Perp
2021-12-25, Chieftain Mk. 3,k,BMD-4,~.2
2021-12-25, Chieftain Mk. 3,kb,BMD-4,~.08,Near-para,0,0
2021-12-25, Chieftain Mk. 3,k,T-64A (1971),~1,Diag,0,0
2021-12-21, Chieftain Mk. 3,k,T-55A,.63,Diag,32,11
2021-12-21, Chieftain Mk. 3,k,T-62M-1,.58,Diag,17,0
2021-12-21, Chieftain Mk. 3,kb,BMP-3,.58,Diag,0,0
2021-12-21, Chieftain Mk. 3,kb,BMD-4,.6 Diag,0,0
2021-12-21, Chieftain Mk. 3,kb,T-64A (1971),.2,Diag,0,0
2021-12-25, Chieftain Mk. 5,k,Type 69-II G,~1.2
2021-12-25, Chieftain Mk. 5,k,T-55AM-1,~.03,Para
2021-12-25, Chieftain Mk. 5,k,PZG
2021-12-25, Chieftain Mk. 5,k,BMP-2,~.1
2021-12-25, Chieftain Mk. 5,k,WMA-301,~.7
2021-12-25, Chieftain Mk. 5,k,BMP-2,~.04
2021-12-25, Chieftain Mk. 5,kb,IT-1,~.05
2021-12-25, Chieftain Mk. 5,kb,T-64A (1971),~1,Perp
2021-12-25, Chieftain Mk. 5,k,BMD-4,.5,Diag,0,0
2021-12-21, Chieftain Mk. 5,k,BMP-2,.68,Para,0,0
2021-12-21, Chieftain Mk. 5,k,PTL02,0.51,Perp,-1.5,4.5
2021-12-21, Chieftain Mk. 5,k,T-10A,.05,Near-para,24,0
2021-12-21, Chieftain Mk. 5,k,BMP-2,.17,Diag,25,0
2021-12-21, Chieftain Mk. 5,k,T-64A (1971),.46,Diag,20,0
2021-12-21, Chieftain Mk. 5,kb,T-5A,.58,Diag,0,0
2021-12-21, Chieftain Mk. 5,k,BMP-3,.86,Near-para,2,0
2021-12-21, Chieftain Mk. 5,k,BMP-3,1.01,Perp,42,-3
2021-12-21, Chieftain Mk. 5,K,T-55A,.83,Para,0,28
2021-12-21, Chieftain Mk. 5,k,T-64A (1971),.2,Diag,22,10
2021-12-21, Chieftain Mk. 5,kb,BMP-3,.3,Para,30,0
2021-12-21, Chieftain Mk. 5,k,T-64A,~.1
2021-12-21, Chieftain Mk. 5,k,BMP-3,~.9
2021-12-21, Chieftain Mk. 5,k,T-55A,~.8
2021-11-19, Chieftain Mk. 5,kb,BMP-3,.02,Diag,0,0
2021-11-19, Chieftain Mk. 5,kb,BMD-4,0.03,Near-Perp,0,0
2021-11-19, Chieftain Mk. 5,k,T-55AM-1,.93,Diag,5,3
2021-11-19, Chieftain Mk. 5,kb,2S25,.91,Near-Para,0,0
2021-11-19, Chieftain Mk. 5,k,BMD-1,.1,Diag,0,0
2021-11-19, Chieftain Mk. 5,kb,2S25,1.51,Diag,0,3
2021-11-19, Chieftain Mk. 5,k,M113 TOW,.7,Diag,0,0
2021-11-19, Chieftain Mk. 5,k,PTL-02,.7,Diag,0,0
2021-11-11, Chieftain Mk. 5,k,WMA-301,.9,Perp,0,0
2021-11-11, Chieftain Mk. 5,k,BMP-3,.04,Diag,15,10
2021-11-11, Chieftain Mk. 5,Fire Arc
2021-11-11, Chieftain Mk. 5,k,WMA-301,2.06,Para,0,0
2021-11-11, Chieftain Mk. 5,K,BMP-2,.5,Diag,0,0
2021-11-11, Chieftain Mk. 5,k,T-69 II G,.03,Near-Perp,20,0
2021-11-11, Chieftain Mk. 5,kb,BMP-3,.1,Near-Para,0,0
2021-11-11, Chieftain Mk. 5,kb,WMA-301,.3,Diag,0,18
2021-11-11, Chieftain Mk. 5,k,BMP-2,.3,Diag,20,0
2021-11-11, Chieftain Mk. 5,kb,T-62M-1,.04,Near-Para,0,8
2021-11-11, Chieftain Mk. 5,kb,2S25,.02,Diag,0,0
2021-11-11, Chieftain Mk. 5,k,ZSU-57-2,.99,Near-Para,22,0
2021-11-11, Chieftain Mk. 5,k,T-69 II G,1.32,Para,0,0
2021-11-03, Chieftain Mk. 5,k,T-69 II G,.48,Perp,16,0
2021-11-03, Chieftain Mk. 5,k,M60A3 TTS,.31,Para,-8,5
2021-11-03, Chieftain Mk. 5,kb,T-62M-1,0.12,Diag,0,-10
2021-10-13, Chieftain Mk. 5,k,T-64A (1971),.8,Near-Perp,0,0
2021-10-05, Chieftain Mk. 5,k,T-64A (1971),1.05,Near-Para,0,0
2021-10-05, Chieftain Mk. 5,k,T-10A,.56,Para,22,0
2021-10-05, Chieftain Mk. 5,k,BMP-3,.89,Para,24,0
2021-10-05, Chieftain Mk. 5,k,T-64A (1971),.8,Near-Para,0,0
2021-10-05, Chieftain Mk. 5,kb,T-62M-1,.1,Near-Para,0,0
2021-10-05, Chieftain Mk. 5,k,T-64A (1971),.06,Diag,0,0
2021-10-05, Chieftain Mk. 5,kb,2S25,.02,Diag,10,0
2021-09-06, Chieftain Mk. 5,kb,BMD-4,0.03,Diag,0,0
2021-09-06, Chieftain Mk. 5,k,Obj 906,.05,Diag,0,0
2021-08-25, Chieftain Mk. 5,kb,BMP-1,.8,Diag,0,-8
2021-08-09, Chieftain Mk. 5,k,T-64A (1971),.07,Diag,9,0
2021-08-09, Chieftain Mk. 5,k,ZSU-57-2,1.26,Diag,0,0
2021-08-09, Chieftain Mk. 5,kb,IT-1,1.75,Diag,0,0
2021-08-09, Chieftain Mk. 5,kb,WMA 301,.1,Para,0,0
2021-08-09, Chieftain Mk. 5,k,ZTZ59D1,1.07,Perp,28,0
2021-07-28, Chieftain Mk. 5,k,T-62M-1,.43,Near-Perp,0,0
2021-07-28, Chieftain Mk. 5,k,T-55A,1.77,Diag,0,0
2021-07-28, Chieftain Mk. 5,k,T-62M-1,.29,Near-Perp,18,0
2021-07-28, Chieftain Mk. 5,k,ZSU-57-2,.52,Diag,16,0
2021-07-28, Chieftain Mk. 5,kb,T-62M-1,0.02,Diag,0,0
2021-07-28, Chieftain Mk. 5,k,T-55AM-1,1.17,Diag,0,0
2021-07-16, Chieftain Mk. 5,k,T-62M-1,.23,Perp,25,0
2021-07-16, Chieftain Mk. 5,kb,T-64A (1971),2.04,Near-Perp,0,41
2021-07-08, Chieftain Mk. 5,kb,T-64A (1971),.68,Diag,0,0
2021-07-08, Chieftain Mk. 5,k,BMP-3,.32,Diag,0,0
2021-07-08, Chieftain Mk. 5,k,BMP-2,.43,Diag,0,0
2021-07-08, Chieftain Mk. 5,k,T-64A (1971),.39,Perp,0,0
2021-07-08, Chieftain Mk. 5,kb,T-55AM-1,.48,Diag,0,0
2021-07-08, Chieftain Mk. 5,kb,T-64A (1971),0.02,Diag,0,0
2021-07-08, Chieftain Mk. 5,kb,T-62M-1,0.03,Diag,10,0
2021-07-08, Chieftain Mk. 5,kb,T-62M-1,1,Near-Para,0,4
2021-07-08, Chieftain Mk. 5,k,T-10A,.69,Near-Perp,0,0
2021-07-08, Chieftain Mk. 5,k,T-69 II G,1.09,Near-Para,0,0
2021-07-08, Chieftain Mk. 5,kb,T-64A (1971),0.01,Diag,0,8
2021-07-08, Chieftain Mk. 5,k,BMP-3,~.2,Diag
2021-07-08, Chieftain Mk. 5,k,T-64A (1971),.93,Perp,0,0
2021-07-08, Chieftain Mk. 5,k,T-62M-1,.07,Near-Para,0,21
2021-07-08, Chieftain Mk. 5,k,T-64A (1971),.06,Near-Perp,0,11
2021-07-08, Chieftain Mk. 5,kb,T-64A (1971),.06,Near-Para,0,0
2021-07-08, Chieftain Mk. 5,kb,WMA301,~1.9,Near-Para,0,0
2021-06-26, Chieftain Mk. 5,kb,T-62 No.545,.1,Diag,0,0
2021-06-26, Chieftain Mk. 5,k,T-62M-1,.02,Near-Perp,0,0
2021-06-26, Chieftain Mk. 5,k,T-55A,0.01,Diag,5,0
2021-06-26, Chieftain Mk. 5,kb,IT-1,1.52,Ner-Para,0,0
2021-06-26, Chieftain Mk. 5,k,T-55AM-1,.58,Near-Para,0,0
2021-06-26, Chieftain Mk. 5,k,BMP-3,.76,Diag,37,0
2021-06-26, Chieftain Mk. 5,k,T-55AM-1,1.49,Diag,7,0
2021-06-26, Chieftain Mk. 5,kb,T-62M-1,1.4,Diag,0,0
2021-06-26, Chieftain Mk. 5,kb,WMA301,1.2,Diag,0,0
2021-06-26, Chieftain Mk. 5,k,BMP-3,.7,Diag,0,0
2021-06-26, Chieftain Mk. 5,k,BMP-3,.24,Diag,24,18
2021-06-26, Chieftain Mk. 5,k,T-10M,.26,Para,0,6
2021-06-26, Chieftain Mk. 5,k,IT-1,.06,Diag,0,0
2021-06-26, Chieftain Mk. 5,k,T-55AM-1,.08,Diag,15,0
2021-06-26, Chieftain Mk. 5,kb,Obj 685,0.01,Diag,0,-9
2021-06-26, Chieftain Mk. 5,k,T-55A,1.6,Perp,20,0
2021-06-26, Chieftain Mk. 5,k,T-10M,0.02,Diag,-10,0
2021-06-22, Chieftain Mk. 5,k,T-69 II G,1.2,Near-Para,0,-10
2021-06-22, Chieftain Mk. 5,kb,BMP-2,.7,Diag,0,0
2021-06-22, Chieftain Mk. 5,k,WMA301,1.1,Diag,0,0
2021-06-22, Chieftain Mk. 5,k,BMP-1,1.2,Diag,0,0
2021-06-22, Chieftain Mk. 5,k,IT-1,.65,Diag,0,0
2021-06-22, Chieftain Mk. 5,k,BMP-3,.86,Diag,0,4
2021-06-22, Chieftain Mk. 5,kb,WMA301,.8,Near-Para,0,0
2021-06-22, Chieftain Mk. 5,k,T-55AM-1,.46,Near-Para,7,0
2021-06-22, Chieftain Mk. 5,kb,WMA301,0.01,Near-Para,0,0
2021-06-22, Chieftain Mk. 5,k,Type 59,1,Perp,0,0
2021-06-10, Chieftain Mk. 5,kb,Obj 120,1.2,Diag,0,0
2021-06-10, Chieftain Mk. 5,k,IT-1,.06,Near-Para,0,0
2021-06-10, Chieftain Mk. 5,kb,T-64A (1971),.02,Near-Perp,0,0
2021-06-02, Chieftain Mk. 5,k,BMP-3,.5,Diag,20,0
2021-06-02, Chieftain Mk. 5,kb,BMP-3,1.2,Diag,0,0
2021-04-27, Chieftain Mk. 5,k,ZSU-57-2,.16,Diag,0,0
2021-04-27, Chieftain Mk. 5,k,T-64A (1971),1.04,Para,31,0
2021-04-23, Chieftain Mk. 5,k,BMP-3,.29,Diag,0,0
2021-04-23, Chieftain Mk. 5,k,T-62M-1,.32,Para,0,0
2021-04-23, Chieftain Mk. 5,k,T-55AM-1,1.4,Diag,0,0
2021-04-23, Chieftain Mk. 5,k,Obj 279,0.895,Diag,10.0,0.0
2021-04-23, Chieftain Mk. 5,k,BMP-3,.71,Diag,12,0
2021-04-23, Chieftain Mk. 5,k,T-62,.4,Diag,0,0
2021-04-23, Chieftain Mk. 5,k,T-62M-1,1.23,Diag,0,0
2021-04-23, Chieftain Mk. 5,k,Obj 906,1.32,Perp,14,0
2021-04-19, Chieftain Mk. 5,k,T-64A (1971),.67,Diag,0,0
2021-04-19, Chieftain Mk. 5,k,T-62M-1,0.52,Diag,23.5,0.0
2021-04-19, Chieftain Mk. 5,k,T-64A (1971),.73,Near-Para,8,0
2021-04-19, Chieftain Mk. 5,k,T-55AM-1,0.965,Diag,23.5,0.0
2021-04-19, Chieftain Mk. 5,k,T-55A,1.19,Diag,5,0
2021-04-19, Chieftain Mk. 5,k,T-64A (1971),1.23,Diag,7.0,0.0
2021-04-19, Chieftain Mk. 5,kb,ZSU-57-2,.19,Near-Perp,0,0
2021-04-19, Chieftain Mk. 5,k,T-69 II G,0.2,Near-Perp,-4,8
2021-04-19, Chieftain Mk. 5,kb,BMP-2,0.02,Diag,0,0
2021-04-19, Chieftain Mk. 5,kb,Type 69 II G,.8,Diag,0,0
2021-04-07, Chieftain Mk. 5,k,T-64A (1971),.49,Near-Para,1,3
2021-04-07, Chieftain Mk. 5,kb,T-10A,.33,Diag,8,0
2021-04-07, Chieftain Mk. 5,kb,T-55AM-1,.18,0,0
2021-04-07, Chieftain Mk. 5,k,T-69 II G,.6,Near-Para,0,0
2021-04-07, Chieftain Mk. 5,kb,T-55A,.03,Diag,0,0
2021-04-03, Chieftain Mk. 5,k,T-62M-1,1.01,Diag,0.0,0.0
2021-04-03, Chieftain Mk. 5,k,T-55AM-1,.31,Diag,10,10
2021-04-03, Chieftain Mk. 5,k,T-10M,1.02,Diag,-6,-12
2021-04-03, Chieftain Mk. 5,k,T-10M,.13,Near-Para,0,0
2021-04-03, Chieftain Mk. 5,k,ZSU-57-2,.38,Diag,0,0
2021-04-03, Chieftain Mk. 5,k,ZSU-23-4,.11,Diag,0,0
2021-04-03, Chieftain Mk. 5,kb,T-62 No. 545,0.05,Diag,0,10
2021-03-30, Chieftain Mk. 5,kb,T-64A,.9,Perp,0,0
2021-03-30, Chieftain Mk. 5,kb,T-64A,.11,Diag,23,5
2021-03-30, Chieftain Mk. 5,k,T-55A,0.25,Diag,9.0,0.0
2021-03-30, Chieftain Mk. 5,kb,T-64A (1971),.3,Diag,0,0
2021-03-30, Chieftain Mk. 5,k,T-64A (1971),1.04,Diag,15.0,0.0
2021-03-30, Chieftain Mk. 5,k,T-64A (1971),.6,Para,-2,0
2021-03-30, Chieftain Mk. 5,k,IT-1,1.05,Para,0,0
2021-03-30, Chieftain Mk. 5,k,T-62,.66,Perp,11,0
2021-03-30, Chieftain Mk. 5,kb,T-62M-1,0.02,Near-Perp,0,0
2021-03-26, Chieftain Mk. 5,k,T-62,.39,Diag,28,0
2021-03-26, Chieftain Mk. 5,k,T-55A,0.07,Diag,9.5,0.0
2021-03-26, Chieftain Mk. 5,k,T-62,.50,Diag,-7,0
2021-03-22, Chieftain Mk. 5,k,T-64A (1971),.48,Near-Parallel,0,0
2021-03-22, Chieftain Mk. 5,kb,BMP-3,.66,Diagonal,0,-7
2021-03-22, Chieftain Mk. 5,k,T-62M-1,.36,Diagonal,37,0
2021-03-22, Chieftain Mk. 5,kb,Obj 279,1.35,Diagonal,0,0
2021-03-18, Chieftain Mk. 5,k,T-69 II G,.5,Diagonal,0,0
2021-03-18, Chieftain Mk. 5,k,T-10M,.43,Diagonal,7,0
2021-03-18, Chieftain Mk. 5,kb,ZTZ59D1,.64,Diaognal,0,0
2021-03-18, Chieftain Mk. 5,k,BMP-1,.28,Perpendicular,31,0
2021-03-18, Chieftain Mk. 5,k,ZSU-23-4,.03,Diagonal,0,0
2021-03-10, Chieftain Mk. 5,K,T-10A,.06,Near-Perpendicular,10,0
2021-03-06, Chieftain Mk. 5,k,T-62,.4,Near-Parallel,0,0
2021-03-06, Chieftain Mk. 5,kb,BMP-2,.1,Diaognal,0,0
2021-03-06, Chieftain Mk. 5,k,BMP-3,0.1,Near-Perpendicular,15,0
2021-03-02, Chieftain Mk. 5,k,ZTZT59D1,.02,Diagonal,0,0
2021-03-02, Chieftain Mk. 5,k,T-55AM-1,.02,Near-Perpendcular,0,0
2021-02-22, Chieftain Mk. 5,k,IT-1,0.04,Diagonal,0,0
2021-02-22, Chieftain Mk. 5,k,Obj 685,1.75,Near-Perpendicular,25,0
2021-02-22, Chieftain Mk. 5,k,BMP-3,0.07,Near-Perpendicular,0,0
2021-02-22, Chieftain Mk. 5,kb,T-64A (1971),Diagonal,.4,0,20
2021-02-22, Chieftain Mk. 5,kb,T-64A (1971),1.4,Diagonal,0,0
2021-02-14, Chieftain Mk. 5,k,WZ305,.8,Diagonal,0,0
2021-02-14, Chieftain Mk. 5,k,BMP-3,.43,Diagonal,0,0
2021-02-14, Chieftain Mk. 5,k,Obj 906,.58,Diagonal,-22,0
2021-02-14, Chieftain Mk. 5,k,T-55AM-1,.08,Diagonal,-5,10
2021-02-14, Chieftain Mk. 5,kb,BMP-1,.17,Diagonal,0,-10
2021-02-14, Chieftain Mk. 5,k,T-55AM-1,0.49,Diagonal,0.0,6.0
2021-02-14, Chieftain Mk. 5,k,BMP-3,.3,Near-Perpendicular,16,0
2021-02-14, Chieftain Mk. 5,kb,T-64A (1971),1.16,Diagonal,0,20
2021-02-14, Chieftain Mk. 5,k,T-64A (1971),.02,Diagonal,27,10
2021-02-14, Chieftain Mk. 5,k,T-62M-1,.13,Near-Perpendicular,0,0
2021-02-14, Chieftain Mk. 5,k,Object 685,1.18,Near-Perpendicular,17.5,0.0
2021-02-14, Chieftain Mk. 5,k,ZTZ59D1,0.79,Near-Perpendicular,-2.5,0.0
2021-02-10, Chieftain Mk. 5,kb,BMP-3,1.1,Diagonal,Stationary,Lateral-Left
2021-02-10, Chieftain Mk. 5,k,ZSU-57-2,.7,Diagonal,Stationary,Stationary
2021-02-10, Chieftain Mk. 5,k,T-55AM-1,0.6499999999999999,Diagonal,Approaching,Stationary
2021-02-10, Chieftain Mk. 5,k,BMP-2,.8,Near-Parallel,Approaching,0
2021-02-10, Chieftain Mk. 5,kb,T-64A (1971),.4,Diagonal,Approaching,0
2021-02-10, Chieftain Mk. 5,kb,T-64A (1971),.10,Diagonal,0,5
2021-02-10, Chieftain Mk. 5,kb,T-64A (1971),.36,Diagonal,0,0
2021-02-10, Chieftain Mk. 5,kb,T-55AM-1,.20,Diagonal,5,0
2021-02-10, Chieftain Mk. 5,k,T-10A,.13,Perpendicular,0,0
2021-02-10, Chieftain Mk. 5,k,T-64A (1971),.09,Diagonal,0,4
0001-01-01, Conqueror,k,IS-4M,.94,Perp,4,0
0001-01-01, Conqueror,kb,ZSU-85,1.03,Perp,0,0
0001-01-01, Conqueror,k,2S3M,~.04,Near-para,0,0
0001-01-01, Conqueror,kb,T-44-100,~.05,Near-perp
2021-12-10, Conqueror,k,SU-100P,~.03,Near-perp
2021-12-08, Conqueror,k,T-54 (1947),.91,Diag,0,0
2021-12-06, Conqueror,k,ZSU-37,1.69,Perp,19,0
2021-12-06, Conqueror,k,T-54 (1947),1.6,Near-perp,0,0
2021-12-06, Conqueror,k,ZSU-57-2,1.55,Diag,0,0
2021-12-06, Conqueror,kb,Type 62,.66,Diag,0,0
2021-12-06, Conqueror,kb,IS-3,.1,Near-perp,0,-7
2021-12-02, Conqueror,k,IS-6,.12,Near-para,-7,18
2021-12-02, Conqueror,k,T-44,.73,Diag,0,0
2021-12-02, Conqueror,k,IS-4M,.2,Para,0,0
2021-12-02, Conqueror,k,IS-3,.45,Near-para,7,0
2021-12-02, Conqueror,k,T-54 (1949),.29,Near-para,-7,0
2021-12-02, Conqueror,kb,IS-4M,.29,Near-para,0,-8
2021-12-02, Conqueror,kb,T-44-100,.03,Near-Para,0,0
2021-12-02, Conqueror,k,Obj 268,.53,Para,0,0
2021-11-30, Conqueror,k,T-54 (1947),.1,Diag,7,0
2021-11-24, Conqueror,k,T-54 (1949),.55,Diag,0,0
2021-11-24, Conqueror,k,IS-3,.7,Para,26,0
2021-11-24, Conqueror,k,IS-4M,.2,Para,0,0
2021-11-24, Conqueror,kb,IS-4M,.27,Diag,0,0
2021-03-09, Crusader III,k,T-50,.5,Diagonal,15,0
2021-03-09, Crusader III,k,Chi-Ha Kai,.7,Diagonal,0,0
2021-07-21, Firefly,k,KV-85,.07,Diag,-13,0
2021-07-21, Firefly,k,SU-85,.04,Diag,0,0
2021-07-21, Firefly,kb,KV-85,0.2,Near-Para,0,0
2021-07-21, Firefly,kb,T-34-85 No. 215,.55,Diag,0,0
2021-07-21, Firefly,k,M18,.88,Near-Perp,7,0
2021-07-21, Firefly,k,T-34-85,.02,Diag,0,0
2021-07-21, Firefly,kb,IS-1,.08,Near-Para,0,8
2021-07-17, Firefly,k,IS-2,.43,Diag,0,0
2021-07-17, Firefly,k,T-34-85,.11,Diag,31,0
2021-07-17, Firefly,kb,Nashorn,.12,Diag,0,0
2021-07-15, Firefly,kb,T-34-57 (1943),~0.04,Near-Para
2021-07-15, Firefly,kb,T-34-57,~.1
2021-07-15, Firefly,k,M4A1 FL10,~.06
2021-06-07, Firefly,k,Breda 501,1.17,Para,0,0
2021-06-07, Firefly,k,Sherman Vc,1.1,Para,0,0
